Timestamp,BMS_Voltage,BMS_Current,BMS_SoC,BMS_PackFaultStatus,BMS_batt_temp_1,BMS_batt_temp_2,MPPT1_ID,MPPT1_InputVoltage,MPPT1_InputCurrent,MPPT1_OutputVoltage,MPPT1_OutputCurrent,MPPT1_FetTemp,MPPT1_ControllerTemp,MPPT1_MaxOutputVoltageSetting,MPPT1_MaxInputCurrentSetting,MPPT1_CANRxErrorCounter,MPPT1_CANTxErrorCounter,MPPT1_CANTxOverflow,MPPT1_ErrorFlags,MPPT1_LimitFlags,MPPT1_Mode,MPPT2_ID,MPPT2_InputVoltage,MPPT2_InputCurrent,MPPT2_OutputVoltage,MPPT2_OutputCurrent,MPPT2_FetTemp,MPPT2_ControllerTemp,MPPT2_MaxOutputVoltageSetting,MPPT2_MaxInputCurrentSetting,MPPT2_CANRxErrorCounter,MPPT2_CANTxErrorCounter,MPPT2_CANTxOverflow,MPPT2_ErrorFlags,MPPT2_LimitFlags,MPPT2_Mode,MPPT3_ID,MPPT3_InputVoltage,MPPT3_InputCurrent,MPPT3_OutputVoltage,MPPT3_OutputCurrent,MPPT3_FetTemp,MPPT3_ControllerTemp,MPPT3_MaxOutputVoltageSetting,MPPT3_MaxInputCurrentSetting,MPPT3_CANRxErrorCounter,MPPT3_CANTxErrorCounter,MPPT3_CANTxOverflow,MPPT3_ErrorFlags,MPPT3_LimitFlags,MPPT3_Mode,MPPT4_ID,MPPT4_InputVoltage,MPPT4_InputCurrent,MPPT4_OutputVoltage,MPPT4_OutputCurrent,MPPT4_FetTemp,MPPT4_ControllerTemp,MPPT4_MaxOutputVoltageSetting,MPPT4_MaxInputCurrentSetting,MPPT4_CANRxErrorCounter,MPPT4_CANTxErrorCounter,MPPT4_CANTxOverflow,MPPT4_ErrorFlags,MPPT4_LimitFlags,MPPT4_Mode,Velocity
2025-03-08 14:09:49.972,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-03-08 14:09:51.272,100.03,-0.25,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-03-08 14:09:52.517,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-03-08 14:09:53.772,100.03,-0.25,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-03-08 14:09:55.071,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-03-08 14:09:56.371,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-03-08 14:09:57.670,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6485756039619446
2025-03-08 14:09:58.970,100.04,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6247617602348328
2025-03-08 14:10:00.270,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3274342119693756
2025-03-08 14:10:01.518,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5993348956108093
2025-03-08 14:10:02.771,100.04,-0.27,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5005353093147278
2025-03-08 14:10:04.069,100.03,-0.23,65,No Fault,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38956335186958313
